,CONDITION_CONCEPT_ID,CONDITION_CONCEPT_NAME,FREQ
686,432582,Neoplastic disease of uncertain behavior,2818
687,4116166,Elbow joint pain,2802
688,193326,Urge incontinence of urine,2800
689,200447,Gastrointestinal complication,2795
690,195588,Cystitis,2779
691,133228,Dental caries,2771
692,4332246,Aneurysm,2770
693,435262,Primary open angle glaucoma,2769
694,4130851,Injury of upper extremity,2759
695,196738,Disorder of male genital organ,2759
696,134668,Chronic maxillary sinusitis,2755
697,444211,Disorder of thigh,2746
698,134765,Cachexia,2746
699,435243,Alcohol dependence,2743
700,133711,Overlapping malignant neoplasm of female breast,2734
701,4148486,Postprocedural respiratory failure,2732
702,4225273,Chronic gastritis,2732
703,436231,Abnormal findings diagnostic imaging of liver+biliary tract,2730
704,374060,Acute ill-defined cerebrovascular disease,2723
705,45757363,Hypoglycemia due to type 2 diabetes mellitus,2721
706,40488434,Medication dose too low,2713
707,4112752,Basal cell carcinoma of skin,2695
708,197675,Incontinence of feces,2692
709,4300704,Diffuse large B-cell lymphoma,2691
710,433440,Dysthymia,2680
711,198464,Incisional hernia,2679
712,72576,Benign tumor of breast,2679
713,44784105,Injury of free lower limb,2677
714,137351,Epidermoid cyst of skin,2676
715,4013643,Pulmonary arterial hypertension,2674
716,4191650,Acute respiratory distress,2674
717,444247,Venous thrombosis,2668
718,193688,Clostridioides difficile infection,2663
719,201519,Primary malignant neoplasm of liver,2654
720,132781,Mechanical complication of vascular device,2649
721,4172432,Hyperpigmentation of skin,2649
722,4224926,Obstruction of esophagus,2644
723,43530727,Spontaneous cerebral hemorrhage,2642
724,36716270,Cyst of kidney,2641
725,138102,Benign neoplasm of skin,2640
726,136198,Cervical spondylosis with myelopathy,2638
727,443530,Hematochezia,2633
728,23986,Disorder of pituitary gland,2632
729,376961,Disturbance of consciousness,2630
730,197324,Disorder of peritoneum,2628
731,78234,Hand joint pain,2624
732,4146209,Iron deficiency,2616
733,77635,Disorder of hand,2615
734,439727,Human immunodeficiency virus infection,2611
735,4261842,Sick sinus syndrome,2603
736,37394658,Severe sepsis,2599
737,440649,Primary malignant neoplasm of head of pancreas,2598
738,318459,Respiratory insufficiency,2590
739,372328,Otitis media,2590
740,4246127,Malignant neoplasm of liver,2586
741,73571,Pathological fracture,2583
742,80242,Current tear of medial cartilage AND/OR meniscus of knee,2578
743,195007,Female stress incontinence,2568
744,195321,Postmenopausal bleeding,2563
745,4228361,Asteatosis cutis,2562
746,439751,Secondary malignant neoplasm of intrathoracic lymph nodes,2559
747,437579,Paroxysmal ventricular tachycardia,2541
748,4172857,Menopause finding,2540
749,435790,Secondary polycythemia,2534
750,4241530,Asymptomatic human immunodeficiency virus infection,2532
751,36712982,Unstable angina co-occurrent and due to coronary arteriosclerosis,2530
752,137682,Skin sensation disturbance,2528
753,434008,White blood cell disorder,2520
754,254390,Neoplastic pleural effusion,2516
755,201916,Ureteric stone,2503
756,442306,Adjustment disorder with depressed mood,2502
757,137053,Seborrheic dermatitis,2502
758,4114720,Difficulty talking,2500
759,138387,Thyrotoxicosis,2498
760,434298,Secondary malignant neoplasm of lymph nodes of upper limb,2497
761,4271013,Melanocytic nevus,2489
762,44782719,Chronic combined systolic and diastolic heart failure,2478
763,4168701,"Localized swelling, mass and lump, upper limb",2478
764,443776,Brachial radiculitis,2462
765,320136,Disorder of respiratory system,2461
766,319845,Pulmonary valve disorder,2458
767,376415,Hypermetropia,2452
768,201461,Disorder affecting transplanted structure,2442
769,37016130,Lesion of oral mucosa,2440
770,444131,Injury of lower leg,2439
771,4024127,Postprocedural respiratory disorders,2436
772,442256,Disorder of bursa of shoulder region,2435
773,23325,Heartburn,2433
774,26727,Hematemesis,2432
775,201820,Diabetes mellitus,2427
776,759852,Cellulitis of left lower limb,2419
777,195847,Gastroparesis syndrome,2410
778,4227449,Spondylosis,2407
779,441417,Incoordination,2405
780,261881,Trauma and postoperative pulmonary insufficiency,2404
781,4151134,Cyst of pancreas,2394
782,81151,Sprain of ankle,2385
783,439795,Minimal cognitive impairment,2381
784,4084966,Candida infection of genital region,2375
785,4299417,Basal cell carcinoma of face,2370
786,435459,Staphylococcal infectious disease,2370
787,198177,Abdominal aortic aneurysm,2366
788,4262562,Abnormal heart beat,2361
789,78200,Benign mammary dysplasia,2359
790,259153,Pain in throat,2358
791,4289526,Nonulcer dyspepsia,2347
792,40481816,Infection by methicillin sensitive Staphylococcus aureus,2341
793,437530,Disorder of lipid metabolism,2338
794,36712821,Postprocedural infection,2338
795,444094,Finding related to pregnancy,2337
796,4295261,Postmenopausal state,2337
797,37108814,Inconclusive mammography finding,2333
798,4282316,Recurrent major depression,2326
799,36712860,Non-infectious systemic inflammatory response syndrome without acute organ failure,2322
800,37206607,Overactive bladder,2318
801,257315,Bacterial pneumonia,2315
802,192854,Intramural leiomyoma of uterus,2310
803,45771045,Acute exacerbation of asthma,2306
804,196061,Benign neoplasm of stomach,2303
805,441701,Sprain of hip,2303
806,200618,Postoperative shock,2303
807,4119158,Neutropenic disorder,2297
808,4082311,B-cell chronic lymphocytic leukemia,2295
809,4023310,Blindness AND/OR vision impairment level,2294
810,379769,Benign neoplasm of brain,2294
811,198846,Enthesopathy of hip region,2293
812,440072,Hypogammaglobulinemia,2290
813,759853,Cellulitis of right lower limb,2283
814,44783028,Injury of shoulder and upper arm,2282
815,438120,Opioid dependence,2282
816,436677,Adjustment disorder,2279
817,141663,Osteomyelitis,2269
818,36712827,Dehiscence of external surgical incision wound,2267
819,40481896,Hypertensive urgency,2259
820,320744,Complete atrioventricular block,2255
821,376229,Abnormal involuntary movement,2248
822,4155910,"Edema, generalized",2247
823,192273,Benign neoplasm of adrenal gland,2247
824,199837,Portal vein thrombosis,2242
825,4211231,Panic disorder without agoraphobia,2233
826,196044,Primary malignant neoplasm of stomach,2227
827,4081648,Acute vaginitis,2225
828,435642,Disturbance in speech,2223
829,312940,Acute-on-chronic respiratory failure,2218
830,312327,Acute myocardial infarction,2216
831,433516,Duodenitis,2215
832,197913,Disorder of function of stomach,2214
833,135772,Goiter,2213
834,434500,Closed fracture of neck of femur,2213
835,4194160,Thyroid function tests abnormal,2204
836,4033837,Melanocytic nevus of trunk,2203
837,4260546,Ulcerative stomatitis,2202
838,4151985,Lower back injury,2201
839,443344,Barrett's esophagus,2200
840,4032878,Hair follicle disorder,2192
841,80824,Senile osteoporosis,2190
842,4353709,Intracerebral vascular finding,2189
843,443733,Disorder of eye due to type 2 diabetes mellitus,2184
844,257628,Systemic lupus erythematosus,2182
845,141095,Acne,2181
846,140168,Psoriasis,2168
847,4248429,Gastric ulcer without hemorrhage AND without perforation,2164
848,4031164,Non-scarring alopecia,2160
849,26638,Primary malignant neoplasm of esophagus,2156
850,442555,Breathing painful,2155
851,260427,Common cold,2150
852,374009,Organic mental disorder,2150
853,437851,Open angle with borderline intraocular pressure,2149
854,441818,Hemangioma,2145
855,4302739,Thigh pain,2145
856,444206,Arthropathy of pelvis,2144
857,376337,Disorder of nervous system,2137
858,436936,Benign neoplasm of cranial nerve,2133
859,378087,Secondary malignant neoplasm of brain and spinal cord,2129
860,4058977,Atrophy of kidney,2124
861,201603,Disorder of teeth AND/OR supporting structures,2118
862,436073,Psychotic disorder,2117
863,434592,B-cell lymphoma,2115
864,40493038,Sepsis due to Gram negative bacteria,2114
865,4022073,Dependence on wheelchair,2112
866,372924,Cerebral artery occlusion,2111
867,436059,Multiple myeloma in remission,2111
868,194408,Hydroureter,2107
869,4177862,Chronic hypoxemic respiratory failure,2096
870,433456,Acute pain,2095
871,435726,Mechanical complication of device,2091
872,433740,Immunodeficiency disorder,2085
873,443600,Localized infection of skin AND/OR subcutaneous tissue,2085
874,72404,Joint stiffness,2082
875,200452,Disorder of female genital organs,2080
876,45768450,Pain due to varicose veins of lower extremity,2079
877,4077895,Pain in finger,2077
878,4300092,Cannabis-induced organic mental disorder,2067
879,432845,Primary malignant neoplasm of central portion of female breast,2061
880,4061844,Skin changes due to chronic exposure to non-ionizing radiation,2058
881,4085586,"Thrombus due to any device, implant AND/OR graft",2057
882,254669,Disorder of vocal cord,2050
883,378735,Migraine without aura,2048
884,4152592,Lumbosacral stenosis,2043
885,44782743,Acute deep venous thrombosis of popliteal vein,2041
886,35624213,Secondary cataract,2039
887,198124,Kidney disease,2035
888,4132555,Neoplasm by body site,2033
889,4056713,"Injury of muscle and tendon of abdomen, lower back and pelvis",2025
890,4152347,Drowsy,2025
891,4056770,Breast signs and symptoms,2023
892,37205080,Disorder due to and following drug poisoning,2020
893,199991,Disorder of transplanted kidney,2020
894,377910,Deviated nasal septum,2019
895,318566,Flushing,2019
896,4247238,Primary malignant neoplasm of endometrium,2015
897,198400,Hemangioma of skin and subcutaneous tissue,2013
898,135214,Polycythemia vera,2013
899,759930,Intraductal carcinoma in situ of left breast,2011
900,74728,Synovitis and tenosynovitis,2010
901,37311061,Disease caused by 2019-nCoV,2009
902,74132,Degeneration of lumbosacral intervertebral disc,2007
903,4251304,Intervertebral disc prolapse,2007
904,77965,Acquired trigger finger,2005
905,135333,Pressure ulcer,2001
906,42709887,Hypertensive complication,2000
907,319844,Acute ischemic heart disease,1993
908,443563,Arteriosclerosis of coronary artery bypass graft,1991
909,438064,Bacterial infection due to Pseudomonas,1991
910,317510,Leukemia,1981
911,46273719,Acute hypercapnic respiratory failure,1978
912,4130023,Atrophy of thyroid - acquired,1972
913,443535,Infection due to enterococcus,1968
914,443447,Iatrogenic hypotension,1964
915,4150981,Drug resistance,1957
916,195906,Disorder of lumbar spine,1957
917,317003,Compression of vein,1955
918,134681,Diffuse spasm of esophagus,1943
919,40483262,Arthritis of shoulder region joint,1941
920,4112852,Benign lipomatous tumor,1940
921,196931,Neoplasm of digestive tract,1939
922,4149084,Vaginitis,1937
923,73008,Enthesopathy,1935
924,197607,Excessive and frequent menstruation,1933
925,376112,Polyneuropathy due to diabetes mellitus,1932
926,440940,Methicillin resistant Staphylococcus aureus infection,1931
927,138239,Finding of limb structure,1928
928,192735,Malignant ascites,1928
929,759931,Intraductal carcinoma in situ of right breast,1921
930,74464,Idiopathic scoliosis AND/OR kyphoscoliosis,1915
931,138455,Stomatitis,1913
932,4125590,Slurred speech,1913
933,72266,Secondary malignant neoplasm of pleura,1912
934,4307981,Clostridium difficile colitis,1909
935,260131,Disorder of bronchus,1902
936,4000968,Biceps tendinitis,1901
937,4302537,Digestive system finding,1896
938,4138617,Psychophysiologic insomnia,1895
939,432588,Megaloblastic anemia due to vitamin B>12< deficiency,1894
940,4181965,Chronic ulcer of foot,1893
941,4201387,Tracheostomy present,1892
942,317305,Stricture of artery,1886
943,372629,Nonexudative age-related macular degeneration,1886
944,4347174,Synovial cyst of knee,1881
945,134305,Acute lymphoid leukemia,1880
946,320746,Cardiomyopathy associated with another disorder,1878
947,200757,Abscess of peritoneum,1877
948,46270376,Acute exacerbation of chronic obstructive bronchitis,1875
949,374367,Bilateral hearing loss,1873
950,434300,Neuroendocrine tumor,1867
951,72405,Degenerative joint disease of shoulder region,1865
952,81175,Contusion of chest,1864
953,4131304,Neoplasm of intrathoracic lymph nodes,1862
954,321661,Spinal stenosis of thoracic region,1860
955,196168,Irregular periods,1859
956,255841,Chronic bronchitis,1857
957,4001450,Lumbago with sciatica,1855
958,437382,Urine finding,1852
959,379019,Conjunctivitis,1849
960,443524,Mixed urinary incontinence,1849
961,35624757,Neutropenia due to and following chemotherapy,1843
962,440005,Complication of medical care,1836
963,4048512,Sprain of upper extremity,1836
964,4068613,Cervical spondylosis with radiculopathy,1833
965,4201390,Colostomy present,1826
966,192357,Paralytic ileus,1822
967,442774,Intermittent claudication,1822
968,132277,Neoplasm of uncertain behavior of endocrine glands and nervous system,1822
969,437498,Primary malignant neoplasm of tongue,1820
970,436676,Posttraumatic stress disorder,1817
971,36712779,Chronic total occlusion of coronary artery,1817
972,256633,Primary malignant neoplasm of base of tongue,1817
973,438134,Hypersomnia,1817
974,4140207,Nephrosclerosis,1810
975,4115173,Atrial premature complex,1809
976,4077577,Moderate recurrent major depression,1807
977,136184,Pruritus of skin,1807
978,381549,Migraine with aura,1804
979,316429,Premature beats,1803
980,31602,Disorder of the larynx,1800
981,140641,Verruca vulgaris,1795
982,136773,Rosacea,1794
983,434490,Chill,1794
984,40487064,Sepsis due to Escherichia coli,1793
985,37018875,Malignant neuroendocrine tumor,1793
986,440956,Primary malignant neoplasm of upper inner quadrant of female breast,1785
987,4067069,Callosity,1785
988,76349,Primary malignant neoplasm of urinary system,1782
989,141960,Skin finding,1780
990,440083,Acute stress disorder,1779
991,195596,Chronic pancreatitis,1777
992,432250,Disorder due to infection,1776
993,316437,Cerebral atherosclerosis,1774
994,40488439,Abnormality of systemic vein,1769
995,4177206,Tubulointerstitial nephritis,1767
996,44782421,Acute deep venous thrombosis of upper extremity,1764
997,444100,Mood disorder,1763
998,40481101,Erythema of skin,1760
999,4169905,Foot pain,1758
1000,440372,Acquired thrombocytopenia,1757
1001,4164707,Canceled operative procedure,1757
1002,4170770,Epidermoid cyst,1752
1003,44782760,Acute thrombosis of superficial vein of upper extremity,1749
1004,261599,Vocal cord paralysis,1747
1005,4066371,Cellulitis and abscess of lower leg,1739
1006,4157456,Primary malignant neoplasm of skin head and neck,1738
